user,tweet
rumahrakyat77,"Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jembatannya bersiap untuk putus.
Dilaporkan 4 orang meninggal dunia di akibat banjir serta longsor di kec.batulayar.
Smoga hujan tak DTG dulu. https://t.co/hsGzmpovmy"
gading_oetomo,"RT @detikcom: Intensitas hujan yang tinggi di wilayah Kabupaten Lombok Barat, Nusa Tenggara Barat (NTB) menyebabkan 3 kecamatan di wilayah…"
HootowlBondan,"@PRB_BNPB Modul mitigasi khusus untuk bencana banjir dan tanah longsor bisa diakses di mana, Admin PRB BNPB?"
alaspacet,"RT @sudjiwotedjo: Mari sopan kepada alam. Mari tak menyebut erupsi gunung, banjir, longsor dll sbg bencana. Itu toh cm cara alam mencapai k…"
Lacryptocityxx,"Intensitas hujan yang tinggi di wilayah Kabupaten Lombok Barat, Nusa Tenggara Barat (NTB) menyebabkan 3 kecamatan di wilayah itu banjir dan longsor. https://t.co/DpAqDv8OtF"
Yusufhkm_,"RT @detikcom: Intensitas hujan yang tinggi di wilayah Kabupaten Lombok Barat, Nusa Tenggara Barat (NTB) menyebabkan 3 kecamatan di wilayah…"
detikcom,"Intensitas hujan yang tinggi di wilayah Kabupaten Lombok Barat, Nusa Tenggara Barat (NTB) menyebabkan 3 kecamatan di wilayah itu banjir dan longsor. https://t.co/OMPacBLwW5"
yegwer,@eqnzim Hati hati ya dataran tinggi biasanya kalo musim hujan gini rawan longsor juga kan?
insidelombok_,"Masyarakat diimbau untuk tetap waspada terhadap cuaca ekstrem (fenomena La Nina) berupa angin kencang dan hujan lebat yang berpotensi menyebabkan banjir, tanah longsor, dan angin puting beliung."
kelcijerah,"Kegiatan gotong royong perbaikan kirmir sungai yang retak dan longsor dari swadaya masyarakat RW 08 Kelurahan Cijerah Minggu,05 Desember 2021 Cc: @pembdg @halobandung @kec_bandung_kulon @kartila7262 @kartilaelza https://t.co/qsvf9hhsxe"
cnewsbanten,"TPT Longsor di Kota Cilegon, Tutup Akses Jalan Warga https://t.co/UBNeTgw175"
kicauanpku,Jalan Datuk Seribu Garang Bangkinang Kota yang Longsor Diperbaiki 2022? Ini Kata Kadis PUPR Kampar https://t.co/FpzbCADuOt
Beritasatu,"Empat warga Desa Batulayar Barat, NTB meninggal dunia akibat terseret banjir bandang dan tertimbun tanah longsor.

Selengkapnya: 👇🏻 #BanjirBandang https://t.co/iaqRuy4hFh"
PensiunanFakboy,"Cukup di tahun 2021 bumi dan lautan Jawa Timur marah!

1. Kejadian Gempa Bumi bagian laut Lintas Selatan
2. Kejadian Banjir Bandang di Malang dan Madura
3. Kejadian Erupsi Gunung Semeru
4. Kejadian Tanah Longsor Selopuro Nganjuk https://t.co/ENOpxBHQPW"
shintaeffendi,RT @idntimes: Hujan lebat di Bali menyebabkan banjir dan longsor https://t.co/iS8u13cSKI
sans_kuy,"@Heyyssg Banjir
Kebakaran
Longsor
Angin puting beliung

Gitu ya ghe"
cyjnta,@ssefnum nekat penelitian lgi banjir tau2nya ditengah jalan puterbalik gara2 longsor :')
RSugianto82,"RT @sudjiwotedjo: @DonAdam68 Bencana? ITB jangan ikut mindset salah kaprah. Erupsi gunung, longsor, banjir dll hanyalah ayat2/Sabda cara al…"
tempodotco,Penampakan Puluhan Rumah Terancam Longsor di Depok https://t.co/qyVQ9SfsRX #TempoFoto
idntimes,Hujan lebat di Bali menyebabkan banjir dan longsor https://t.co/iS8u13cSKI
djoni_lingooosp,"RT @sudjiwotedjo: @DonAdam68 Bencana? ITB jangan ikut mindset salah kaprah. Erupsi gunung, longsor, banjir dll hanyalah ayat2/Sabda cara al…"
biji_plankton,@RianPra62119664 @najwa_SYM langsung jual om besok longsor
leksa,"Pertama kali ketemu Monte Carlo ini, justru ketika bikin pemodelan utk perencanaan tambang agar goa tdk runtuh atau lereng tidak longsor, atau pemodelan cadangan terbaik..

Skrg dipakai utk ngajarin robot.. https://t.co/YCWCj3hGp5"
RingtimesBerita,"Bali Dikepung Banjir hingga Longsor dan Pohon Tumbang, Karangasem Ikut Terdampak https://t.co/2hvBIGU9vI"
ngapeguesii,"Market longsor terus, jiwa miskin ku semakin meronta meronta"
Miftha_86,"RT @adtaufiq: Di manapun bencana di Indonesia, Insyaallah Ansor Banser akan hadir untuk ringankan beban masyarakat yang terdampak.
Banser S…"
FirmRei,"Desa Buwun Mas Sekotong dan Pusuk Longsor, Dompu Diguncang Gempa https://t.co/w3yiEV6zx9"
kodepose,#Bantuan Anggaran Pembangunan Rumah Korban Longsor Desa Telemow Dikembalikan ke Pusat Rp15 Miliar - https://t.co/Wd2qyeZDg2 #Kodepos #Desa https://t.co/XFTY2K1jVS # Bantuan Anggaran Pembangunan Rumah Korban Longsor Desa Telemow Dikembalikan ke Pusat Rp15 Miliar  PusaranMedia.c…
dipdipta13,"RT @IFnubia: Di sana gunung meletus, di sebelahnya banjir, di bagian sana longsor gempa dan tsunami, di ujung sana tembak-tembakan, dan di…"
Aricomeback,@PolJokesID Longsor bos
in_muchlis,"RT @sudjiwotedjo: @DonAdam68 Bencana? ITB jangan ikut mindset salah kaprah. Erupsi gunung, longsor, banjir dll hanyalah ayat2/Sabda cara al…"
Break04819372,"@Cimothe_ @jokowi dekat pantai ada Tsunami, dekat gunung ada gunung meletus, di kota ada banjir, di dataran tinggi ada Tanah longsor. Alam jangan di tebak"
jonathansurbak1,Hujan Deras Picu Banjir hingga Longsor di Denpasar dan Badung https://t.co/p4Sjz161Tq
MediaNasional1,Bupati Fauzan Sigap Perintah OPD Cepat Tangani Banjir dan Longsor https://t.co/P1FXy9bXhs
insidelombok_,Selain itu jembatan penghubung Dusun Bentek Induk dengan Dusun Lebah Sari dilaporkan putus. Sedangkan jalur pusuk Desa Menggala Kecamatan Pemenang saat ini terjadi longsor yang menutup setengah badan jalan. https://t.co/ceqnFECdqq
Yonesman2,"@democrazymedia Kalo banjir longsor akibat memanfaatkan SDA yang ugal-ugalan tanpa memikirkan akibatnya, berarti kita belum merdeka."
barbareto_com,Bupati Fauzan Khalid Perintahkan Semua OPD Bergerak Cepat Tangani Banjir dan Longsor https://t.co/VFvvrcBXzG
ardana333,"RT @sudjiwotedjo: @DonAdam68 Bencana? ITB jangan ikut mindset salah kaprah. Erupsi gunung, longsor, banjir dll hanyalah ayat2/Sabda cara al…"
KhairulUsman15,"Pada Senin, 6 Desember 2021,pukul 12.25 - sampai saat ini bertempat di jl poros Barru pare tepatnya SPBU Tanete Pekkae

Banjir dan longsor adalah sebuah musibah menimpa bangsa Indonesia, apakah membuat bangsa /negara ini bertaubat atas kedustaan, ketidakadilan &amp; kezoliman? https://t.co/7jIr0Pct0l"
idntimes,Awan panas yang keluar di Gunung Semeru akibat longsor https://t.co/llxtD8k5eI
Lombokitacom,Bupati Lobar Perintahkan Semua OPD Cepat Tangani Banjir dan Longsor https://t.co/YjLEn6Gj4Z
pksntb,Kondisi longsor di jalur pusuk perbatasan antara kabupaten Lombok Utara dan Lombok Barat. #pkssiagabencana @tifsembiring @PKSejahtera @hnurwahid @syaikhu_ahmad @salimsegaf @lediahanifa @NZuairina https://t.co/UT8pCeZfXt https://t.co/EwbsjTVHQl
tribunmedan,"TINJAU Bencana Alam, Mensos Beri Bantuan untuk Korban Tanah Longsor Sibolangit https://t.co/4uAHq6Cn9c via @tribunmedan"
uyanua,"bencana yg sesungguhnga itu bukan peristiwa erupsi, gempa, tsunami, banjir, longsor, dll. tapi ketika peristiwa2 di atas, yg sebagian karena terjadi alamiah dan sebagian lainnya disebabkan manusia, dipake sebagai ajang narsis para politisi.

jangan gitu lah. maenmu terlalu kotor. https://t.co/7cOkecxCpR"
cakalang2021,RT @merdekadotcom: Hujan Deras Picu Banjir hingga Longsor di Denpasar dan Badung https://t.co/dPRnHYPAxD
ardiii_diii,Hujan Deras Picu Banjir hingga Longsor di Denpasar dan Badung https://t.co/XpDIMLjf8G https://t.co/IbGk4JBdPW
DinasSDAJakarta,"Kegiatan penanganan turap longsor segmen Jl. Limo Raya Kel. Grogol Selatan Kec. Kby. Lama
@aniesbaswedan
@ArizaPatria
@DKIJakarta
@DinasSDAJakarta
@BPBDJakarta
@BeritaJakarta
#PasukanBiru 
#JAKI #perlutahu
#SiagaTanggapGalang
#OperasiSiagaIbuKota
#JagaJakarta https://t.co/OGXd6kQji3"
larilarindira,"BADAI HUJAN GEMPA LONGSOR APAPUN YG TERJADI AKAN KU LEWATI DEMI ETIK DAN SKRIPSI YG LEBIH BAIK, ALLAH BERSAMA UMATNYA"
Pandhoki,"RT @IFnubia: Di sana gunung meletus, di sebelahnya banjir, di bagian sana longsor gempa dan tsunami, di ujung sana tembak-tembakan, dan di…"
idupidupgue,Ya Allah banjir sampe longsor di lombok😭😭😭smg selalu dalam lindungan Allah😭😭😭😭😭
nixon_fs,"RT @4Y4NKZ: Tenang saja ya..
Yg bisa menjadikan korban jiwa itu.
Sengatan listrik.

Tenang saja ya..
Kawasan ancol itu gak ada longsor.

😋…"
nusabalicom,"Tiang Penyangga Patah, Dapur Roboh https://t.co/vOTdBSqG6w #Longsor #MusimHujan #berita #nusabali"
GKawi369,"RT @4Y4NKZ: Tenang saja ya..
Yg bisa menjadikan korban jiwa itu.
Sengatan listrik.

Tenang saja ya..
Kawasan ancol itu gak ada longsor.

😋…"
syhputri_,"@yoongoclock Semoga beruntung..
Ini foto yg Yoongi yg benar-benar bikin gua kehilangan akal sehat dan jantung gua langsung longsor sih karena damagenya ga ngotak banget dari konser pertama sampai terakhir kemarin 😭🔨 https://t.co/muF89OSs2m"
ffarliani,@luluhusnaa longsor akibat global warming
Orenyu,"Semoga saudara2 kita yg terdampak abu vulkanik Semeru dan banjir serta longsor di Lombok diberikan kekuatan luar biasa.. 
Bantuan berupa materi dan psikologis bisa segera turun.. 🤲🤲"
AhaYoana,"RT @sudjiwotedjo: Mari sopan kepada alam. Mari tak menyebut erupsi gunung, banjir, longsor dll sbg bencana. Itu toh cm cara alam mencapai k…"
sobrunjml,"RT @IFnubia: Di sana gunung meletus, di sebelahnya banjir, di bagian sana longsor gempa dan tsunami, di ujung sana tembak-tembakan, dan di…"
IFnubia,"Di sana gunung meletus, di sebelahnya banjir, di bagian sana longsor gempa dan tsunami, di ujung sana tembak-tembakan, dan di sisi itu kejahatan makin vulgar dipampangkan. Makin seru nian duniamu. Dan ini belum apa-apanya. Cenah."
AgusKr12,"@SugandiBadru @daenyhamzah @prayogie03 @moesary @abahcocow Tak bisa kang, mesti ditarik jadi jembatan layang. Kalau maksain percuma rawan longsor."
Perisma7Tarigan,"RT @FerdinandHaean3: Botak, lu liat retakan ini? Tdk lama lg ini akan longsor merusak jalan. Ngaku2 S1 tapi goblok.

Cc @TofaTofa_id https:…"
haeyychanie,"@dalhae30 @writingsaaem @1stTyongf SEMOGA CEPAT MEMBAIK YA LONGSOR NYA, kamu risih tapi ga diapa2 in kan ya???? maksudnya you’re safe kan???"
InilahOnline,"Longsor, Jalan Provinsi Salem-Majenang Sempat Lumpuh https://t.co/DHOcsZzrwE"
nusabalicom,Longsor Terjadi di Sejumlah Titik di Petang https://t.co/PbIMHY6d2o #Longsor #berita #nusabali #MusimHujan #BPBDBadung
izoelsaka,"RT @Natakheartless: Hujan 24 jam ...
Banjir,longsor ...
Nyari bantuan sana sini https://t.co/zrWCSnDObk"
balipuspanews,"Cuaca Ekstrem, BPBD Catat Dua Titik Longsor dan 18 Pohon Tumbang di Karangasem https://t.co/9vq17wKjP9"
willyansyaah,Hujan Deras Picu Banjir hingga Longsor di Denpasar dan Badung https://t.co/6TRH5zl8gD
Natakheartless,"Hujan 24 jam ...
Banjir,longsor ...
Nyari bantuan sana sini https://t.co/zrWCSnDObk"
merdekadotcom,Hujan Deras Picu Banjir hingga Longsor di Denpasar dan Badung https://t.co/dPRnHYPAxD
FurqanUko,"Masih mau melakukan penebangan liar? Liat tuh akibat kerakusan kalian, sengaja terjadi bencana alam dimana"". Tiap tahun hujan pasti selalu saja ada banjir dan longsor.. Ingat tanah tdk butuh kalian, tapi kalian lah yg butuh tanah."
Prast51195298,"RT @poldajateng_: Polres Klaten memberikan bantuan kepada masyarakat Ds Tegalmulyo, Kec. Kemalang usai terjadi longsor, Sabtu (4/12/2021).…"
jawapos,"Pantura Lasem Tergenang Banjir, Bendo Kembali Longsor https://t.co/orCRFxtUWC"
whitedodo,"Ga sekalian Gempa, tanah longsor, kiamat juga https://t.co/oGDwLpALAO"
PriaRasaCoklatt,"@Banurohman2 @billySNK @Kohyen_ @emromlytamim @SerieA_Lawas Apalagi sekarang cuman -1 beda pointnya, 
Biarin deh sampe paruh musim mah, wc milan dulu yg di puncak 🤭🤣🤣, bentar juga kena longsor 🤣🤣🤣"
bene_krisna,"Beberapa tahun lalu pas gw msh tugas di daerah, bulan-bulan berakhiran ber seperti ini adalah masa2 mencekam. Liputan itu uda hampir pasti soal banjir, longsor, sometimes gempa bumi, dan pernah juga tsunami.

Melelahkan sekali.

Tuhan bersama rekan2 wartawan di daerah bencana"
reignofus,"@BuckyyB4rnes longsor, gempa bumi, banjir, tornado :))) pake plus plus lagi"
wigaawigaaa,"Lombok rasa Jakarta 😆, setelah diguyur hujan deras sejak semalam di beberapa lokasi banjir dan longsor. Macet, hampir 1 jam tidak bergerak, akhirnya puter balik 😑 https://t.co/Tg4FghFJGA"
NizarAtmaBarell,"@maman1965 @CoachJustinL @ManCity puncak adem tp rawan longsor dan kadang perlu beli pop mie, asal nggak nyasar"
ahlamalhabsyi,"Ditambah lagi air laut naik sampe ngerusak tembok² pembatas, air laut juga masuk ke rumah-rumah warga. Sebagian daerah didataran tinggi longsor."
wearebrthers,"@deusexcrypto_ Dydx pie iki mas, malah longsor tidak berkesudahan 😩"
ficsarioR,@makcria Sendirian hahaha jadi jembatan longsor
wnfrr,"@duddienn Sabar kak sabar, longsor dr puncak emang menyakitkan"
wonopacet,"RT @sudjiwotedjo: Mari sopan kepada alam. Mari tak menyebut erupsi gunung, banjir, longsor dll sbg bencana. Itu toh cm cara alam mencapai k…"
faisal_hernawan,@idextratime Longsor dari peringkat 1 ke 3 🥲
polresjembrana,"Tetap waspada dan berhati-hati cuaca hujan kemungkinan  pohon tumbang, banjir dan tanah longsor, terjadi diwilayah kita, https://t.co/S01mho3avc"
wearebrthers,"Tumbas $dydx harga 12 longsor 9, harga 9 longsor 8,5. Badjingan memang"
nn_22222,"@PutraWadapi Bu menteri sedang membantu lorokan wedi yang longsor di jalan, agar tidak semrawut mreseti pengendara yang lewat"
Karinakarin2020,"RT @Rizkarana2: Jangan lupa untuk selalu bersyukur, sebab jika kita mau berfikir dibelahan bumi lain ada mereka yang sedang diuji dengan ba…"
RingtimesBerita,"Banjir dan Longsor di Denpasar, Mobil Terperosok hingga Terjadi Pemadaman https://t.co/nZhMr1KlIO"
jawapos,Tanggul Longsor 80 Meter https://t.co/DQqejqQbIJ
UdaDalias,"Tinggal dekat gunung rawan erupsi dan longsor
Tinggal pinggir pantai rawan sunami
Tinggal tengah kota rawan banjir

Dimana lagi tempat yang aman buat hidup dan menetap di  Bumi Allah ini?😊"
Akiopa1,"RT @adtaufiq: Di manapun bencana di Indonesia, Insyaallah Ansor Banser akan hadir untuk ringankan beban masyarakat yang terdampak.
Banser S…"
jaehyungiee_,@lowfatcoklatt ak pernah mimpi indah pacaran sm park hyungsik tp diakhir ada longsor sama zombie...
lombokkita,Jalur Pusuk Longsor https://t.co/f8ny4VClJ9
poldajateng_,"Polres Klaten memberikan bantuan kepada masyarakat Ds Tegalmulyo, Kec. Kemalang usai terjadi longsor, Sabtu (4/12/2021). 

Penyerahan bantuan dipimpin langsung oleh Kapolres Klaten AKBP Eko Prasetyo SH SIK MH dan diterima oleh warga

#PolriTanggapKemanusiaan
Aksi Peduli Lumajang https://t.co/ZhEDJnezZj"
HendriSitio,@hansssolo Di Karo itu belum apa2 nya di bandingkan kab.simalungun. jalan di Simalungun ngeri. Longsor sana sini
andriandjaya_,@wynorusia20 Nanti penutup lobang yg dri semen nya hancur dan aspal akan longsor  ambles
UllaRam,"Sayangnya KPI tidak mengenal musim, mau becek, banjir, longsor, galau. Corp diujung tahun selain menyusun rencana strategis biasanya disertai dengan rotasi. Demosi, Promosi, Panaik emosi."
sendyakhmads,@ihsanagaz Yakin desember longsor sih
_fajarprasetyo,"kalo dari penjelasan Mbah Rono awan panas Semeru akibat kubah lava yg longsor karena curah hujan yang tinggi makanya di data PVMBG data kegempaannya normal (kaya biasa) atau ga ada tanda2 erupsi

susah juga sih selama warga masih beraktivitas di radius bahaya"
ReaMaia,"Tanpa basis wawasan lingkungan dan kearifan lokal, hanya akan jadi 'mesin pembunuh' masa depan. Mungkin ekonomi warga meningkat, tapi bertahun² ke depan bakal tertimbun longsor dan sampah, banjir bandang, krisis air krn tanah resapan/hutan menghilang dan pencemaran lingkungan 😢 https://t.co/lwhxHf2k3i"
kimcipedes,"Bencana Longsor  Rumah Ambruk, Dua Anak Terhempas Ke Tanah https://t.co/Fxy83SREWV"
MamieKoe,"Semangat Pagii Senin

Menjelang akhir tahun mari banyak-banyak berdo'a, semoga musibah dan bencana dijauhkan dari negeri ini.

Banjir, tanah longsor, gempa.
Stay safe semua 🙏

Bantu dan do'akan teman2 di Semeru🙏 Semangat semua💪"
frgwnjhnprdn,@rizieqdivist Yuk bisa yuk longsor 😌
ElshintaTegal_,"Prakiraan Cuaca Daerah Rawan Longsor di Wilayah Jawa Tengah dan Daerah Lingkar Gn. Merapi
Berlaku Tanggal 06 Desember 2021 

Via @cuacajateng
https://t.co/5WTC2vscSV"
RofiAin,@Awp_404 Bitcoin gak isok tembus support nek sampek koreksi ndisore 40$ yo to the longsor
triwidiyantikre,"Banjir, Pohon Tumbang, dan Tanah Longsor Landa Pulau Bali Akibat Hujan Deras https://t.co/laPEUIwkCy #banjirbandang #Bali"
PelangiSokola,"@tiramisoh @gatholoccoo @karetgel 🤗 kangen dengan beliau, saat longsor ngetos... saat beliau mau naik..eehh kita turun, gak jadi deehh kangen-kangen'nan.. siapaaa kitaaa??? saudara aja bukan.. gaya kangen2'nan"
JabbarA90317094,"RT @adtaufiq: Di manapun bencana di Indonesia, Insyaallah Ansor Banser akan hadir untuk ringankan beban masyarakat yang terdampak.
Banser S…"
swamediainc,DUKUNG GERAKAN BUMN HIJAUKAN INDONESIA PETROKIMIA GRESIK KOORDINIR PENANAMAN 12.300 POHON DI KABUPATEN PASURUAN DAN LAHAN BEKAS LONGSOR KOTA BATU https://t.co/u99RXaIQkO
mnoor_ichsan,"RT @4Y4NKZ: Tenang saja ya..
Yg bisa menjadikan korban jiwa itu.
Sengatan listrik.

Tenang saja ya..
Kawasan ancol itu gak ada longsor.

😋…"
Oggie066131,"RT @4Y4NKZ: Tenang saja ya..
Yg bisa menjadikan korban jiwa itu.
Sengatan listrik.

Tenang saja ya..
Kawasan ancol itu gak ada longsor.

😋…"
Cahkuwut,"RT @4Y4NKZ: Tenang saja ya..
Yg bisa menjadikan korban jiwa itu.
Sengatan listrik.

Tenang saja ya..
Kawasan ancol itu gak ada longsor.

😋…"
Ibrahim78608153,"RT @4Y4NKZ: Tenang saja ya..
Yg bisa menjadikan korban jiwa itu.
Sengatan listrik.

Tenang saja ya..
Kawasan ancol itu gak ada longsor.

😋…"
RingtimesBerita,"Banjir, Pohon Tumbang, dan Tanah Longsor Landa Pulau Bali Akibat Hujan Deras https://t.co/xMr2VWD9rH"
ahmadi_ridhal,"Ijin bertanya..

Setiap kali ada #GempaBumi, #BanjirBandang, #Longsor dan bencana alam lainnya.. di media twitter, whatsapp, fb dan lain2 saya 'hanya' melihat relawan dari PKS yang berwarna oranye itu..""

yang katanya pertai wong cilik, kok gak pernah kelihatan, ya..??"
RRIBanten,"#Senin #LintasBantenPagi Cuaca Buruk, Longsor Terjadi di Gerem https://t.co/xRwXdvamVp"
liputan4com,Giat Baksos Peduli Kemanusian Korban Banjir Dan Longsor Sergei Dan Deli Serdang Lanjutan LMP SU Di Sibolangit https://t.co/CDhurPRw1E
imamnahrowiswe1,"RT @adtaufiq: Di manapun bencana di Indonesia, Insyaallah Ansor Banser akan hadir untuk ringankan beban masyarakat yang terdampak.
Banser S…"
RingtimesBerita,"Banjir, Pohon Tumbang, dan Tanah Longsor Sejumlah Wilayah di Bali Akibat Hujan Deras https://t.co/VupieHTbbf"
Tiokio5,@agas_senja @eva71116616 @jokowi Azab tololmu sekarang bencana dimana bukan hanya di Indonesia..semoga kau tdk kena bencana alam saat mengederai  tidk diseret longsor
Koez7,"RT @4Y4NKZ: Tenang saja ya..
Yg bisa menjadikan korban jiwa itu.
Sengatan listrik.

Tenang saja ya..
Kawasan ancol itu gak ada longsor.

😋…"
idntimes,Dua warga luka-luka akibat tanah longsor https://t.co/Ge8bo5sRoD
DYS_yes,@BossTemlen Begitupun longsor.🤣 https://t.co/fLmGXbWrLH
tribunbalikanal,"Dominasi Bencana di 3 Kecamatan, #BPBD Ingatkan Badung Utara Waspada Longsor

https://t.co/pSwoRHnJVR 

#Bali"
KatokRombeng,"Mensos kunjungi pasir jambu dan serahkan santunan bagi korban bencana longsor.!!

#NKRISehatDenganVaksin https://t.co/FFOT0eOHGs"
DEVIATlVE,@soozjng Emang humor mu kaya tanah longsor
Momonsukemon88,"RT @sudjiwotedjo: Mari sopan kepada alam. Mari tak menyebut erupsi gunung, banjir, longsor dll sbg bencana. Itu toh cm cara alam mencapai k…"
lutfimove,"Manajemen Konstruksi Pembangunan Rumah Khusus Masyarakat Terdampak Bencana Longsor Kab. Lebak... (04/Dec) , trend - Abu Dhabi #tender #lelang https://t.co/SocE4M9xUf"
alfansa_faldy,"Biasanya di akhir tahun banyak bencana alam yg terjadi di Indonesia, semoga setelah kejadian banjir, gunung meletus, longsor ga ada lagi bencana yg terjadi #prayforsemeru #prayforindonesia"
osamie1760,"Innalillahi
Siapa yang mau kalian salahkan jika MUSIBAH ALAM dari BANJIR LONGSOR hingga GUNUNG MELETUS?

Semua ini akibat dari kedunguan WONG CILIK yang DUNGU mau disuap buat makan sehari untuk memilih @jokowi orang DUNGU memimpin negara
ALAM NOLAK

👇👇👇
https://t.co/GU0VZsDMgE https://t.co/nwFicvfnLv"
Senaputra_FM,"#klasemen pekan 15 , yang dipuncak ketat, hati2 kepleset, rawan longsor
#Liga1 https://t.co/ud087MiGJn"
elizabethmf2202,"Tentara
Tahan Tanah Longsor dan Badai, Tahan semua Roh Kematian termasuk Roh Bunuh Diri"
AgusArdhinto,"RT @adtaufiq: Di manapun bencana di Indonesia, Insyaallah Ansor Banser akan hadir untuk ringankan beban masyarakat yang terdampak.
Banser S…"
